2.000000000000000000e+00,1.390611238669397176e+00,1.237311408436414961e+00,1.395042256022109850e+00,1.499607289791447862e+00,1.636617565760057236e+00,1.221006524328931420e+00,1.268151976173639284e+00,7.241405053812437487e-01,1.592771646375079619e+00,3.720083223879080414e-01,1.041338156051894170e+00,1.115639750355431392e+00,1.112966533310207673e+00,9.088146848118883181e-01,1.277593674428433523e+00,3.594577422463705041e-01,1.354256112567921111e+00,1.212945810211582431e+00,1.342018180502338787e+00,3.946094570922720202e-01
1.390611238669397176e+00,2.000000000000000000e+00,9.021182851976741190e-01,1.394355085493208524e+00,1.199350654634845803e+00,1.498161338688752231e+00,1.328614323145694831e+00,1.178003411415772472e+00,9.816404100423352652e-01,1.531119759696731641e+00,3.704457901854452118e-01,1.376528779930266566e+00,7.691360096528052637e-01,1.296797441041165122e+00,9.045877185432185108e-01,1.408278702539367266e+00,6.542463685351258551e-01,1.433668537470778492e+00,9.897930658038578411e-01,1.259996278377583545e+00,2.709126651119684315e-01
1.237311408436414961e+00,9.021182851976741190e-01,2.000000000000000000e+00,1.261050106747198418e+00,1.136967920420344003e+00,1.190305667039118998e+00,1.010690933072833531e+00,1.173822978187671229e+00,6.516044999532126791e-01,1.265564532959058575e+00,4.494875386646326465e-01,8.623562514984104421e-01,9.569001584021614715e-01,7.664218534919102765e-01,1.010569521216633238e+00,9.019101886961855552e-01,2.330414853275410980e-01,1.112238098931885855e+00,1.220208481370324893e+00,7.740848261019637189e-01,4.038543034724082492e-01
1.395042256022109850e+00,1.394355085493208524e+00,1.261050106747198418e+00,2.000000000000000000e+00,1.109274105822388501e+00,1.565959287875163142e+00,1.390953228643352357e+00,1.435818730369984086e+00,1.018204250758685037e+00,1.630704214416078823e+00,5.146735128012582816e-01,1.326585833399207992e+00,7.874730554490165790e-01,9.151297318924058732e-01,1.326401582810048829e+00,1.188190694561000793e+00,4.886876795596253320e-01,1.368539231289206182e+00,1.381706999580242234e+00,9.987183429724264538e-01,1.793471847740863989e-01
1.499607289791447862e+00,1.199350654634845803e+00,1.136967920420344003e+00,1.109274105822388501e+00,2.000000000000000000e+00,1.273397668148487760e+00,1.144338203564169820e+00,1.130326592534605101e+00,7.796303731403890769e-01,1.356651087301496750e+00,3.317003656064054784e-01,9.625561726574580756e-01,1.059523461394208388e+00,1.053288741353415769e+00,8.090132522685884453e-01,1.410898495682813003e+00,4.933244945477015531e-01,1.276275457300869220e+00,9.812254348203128806e-01,1.190609997411839149e+00,4.418398059111805498e-01
1.636617565760057236e+00,1.498161338688752231e+00,1.190305667039118998e+00,1.565959287875163142e+00,1.273397668148487760e+00,2.000000000000000000e+00,1.258986116188196114e+00,1.235332256094869408e+00,8.359502086164494195e-01,1.626020238280530439e+00,5.058277629655283381e-01,1.271901601221064659e+00,1.006005942907203909e+00,1.076563678849999484e+00,1.057921677292784857e+00,1.318890447344767791e+00,4.350390573598852395e-01,1.339108755128298078e+00,1.246775655556871198e+00,1.347817501545185204e+00,2.812892066687240344e-01
1.221006524328931420e+00,1.328614323145694831e+00,1.010690933072833531e+00,1.390953228643352357e+00,1.144338203564169820e+00,1.258986116188196114e+00,2.000000000000000000e+00,1.573117794192230079e+00,1.293543802958170730e+00,1.368246936571134054e+00,4.642607323380592010e-01,1.328410975246173242e+00,6.096142726097726339e-01,1.093711667855723713e+00,1.060380013676736066e+00,1.228671019927306762e+00,6.833506982703709820e-01,1.300495577755636623e+00,1.222832301405823774e+00,8.726972629454521346e-01,1.478783705129029791e-01
1.268151976173639284e+00,1.178003411415772472e+00,1.173822978187671229e+00,1.435818730369984086e+00,1.130326592534605101e+00,1.235332256094869408e+00,1.573117794192230079e+00,2.000000000000000000e+00,1.079567303985847548e+00,1.399049449617338903e+00,3.846697795803144526e-01,1.105987147057758690e+00,7.275797259013545570e-01,9.840130934959729903e-01,1.099406791499649927e+00,1.054017685796786896e+00,5.632627188908003735e-01,1.399032894549473438e+00,1.337745732758529371e+00,8.325169898181996597e-01,2.096772273557649946e-01
7.241405053812437487e-01,9.816404100423352652e-01,6.516044999532126791e-01,1.018204250758685037e+00,7.796303731403890769e-01,8.359502086164494195e-01,1.293543802958170730e+00,1.079567303985847548e+00,2.000000000000000000e+00,9.485061279730166994e-01,6.459342817579596385e-01,1.363582687799578697e+00,2.928985876465910465e-01,7.509734180430516215e-01,1.138125340459950952e+00,1.110638830912120234e+00,1.158491013229313804e+00,9.642877641568763369e-01,8.136572237787715878e-01,5.748466106898921790e-01,4.763779941568846432e-02
1.592771646375079619e+00,1.531119759696731641e+00,1.265564532959058575e+00,1.630704214416078823e+00,1.356651087301496750e+00,1.626020238280530439e+00,1.368246936571134054e+00,1.399049449617338903e+00,9.485061279730166994e-01,2.000000000000000000e+00,3.433478260194409160e-01,1.312439102816183478e+00,8.483738631031654265e-01,1.135270615630959545e+00,1.075259530494588889e+00,1.391923458581990181e+00,4.997476503918605317e-01,1.611278438636288834e+00,1.156878513115110030e+00,1.124741209176705503e+00,2.347121838565142671e-01
