2.000000000000000000e+00,7.508177242944544805e-01,7.519984087448787768e-01,1.193927767733816703e+00,1.271989006054692561e+00,9.882603479735170282e-01,4.730886747933882308e-01,6.632482783270505777e-01,8.211597822510654510e-01,8.055030381246195414e-01,9.663723147789085033e-01,9.774268404298354085e-01,1.056444376277736907e+00,8.394928543161008783e-01,5.204861582328947911e-01,1.323271820084551686e+00,8.902901820505639829e-01,1.152347458417557924e+00,1.457879041855637325e+00,1.093356408095593757e+00,5.789742004451516877e-01
7.508177242944544805e-01,2.000000000000000000e+00,1.039068572004722579e+00,7.509894090836406466e-01,8.976273798639275991e-01,6.295955436613407397e-01,9.016370344817712379e-01,7.007499598210564784e-01,1.002385415592360385e+00,1.170650492074128080e+00,1.052835120942393399e+00,1.232939870039852837e+00,9.562152594849571141e-01,7.393198604701503029e-01,7.520403058890101633e-01,8.223732389163165291e-01,4.583154308053258852e-01,1.050969627807428086e+00,7.771967747758645739e-01,5.600090397840651324e-01,1.111898119883106162e+00
7.519984087448787768e-01,1.039068572004722579e+00,2.000000000000000000e+00,1.114703147891243473e+00,1.126746901194943362e+00,1.121876528853796184e+00,3.970298526277800111e-01,1.065466319357708302e+00,1.611562962917375774e+00,5.327401533591158422e-01,1.004516784422732290e+00,1.126285717722045998e+00,1.246448896113586891e+00,1.378468214219048527e+00,1.259685229568886289e+00,9.077248912321407293e-01,8.827094158560346848e-01,1.323512934166015231e+00,9.590412014314610989e-01,5.907550610723040219e-01,5.609022451172429591e-01
1.193927767733816703e+00,7.509894090836406466e-01,1.114703147891243473e+00,2.000000000000000000e+00,1.625538824011665495e+00,1.658409197774227462e+00,2.073475923350494021e-01,1.284007830424039209e+00,1.359448203806378430e+00,4.433744378695916311e-01,9.455711865959348650e-01,1.354200816116144956e+00,1.608005203972271646e+00,1.471161279310495340e+00,1.155385507464447459e+00,1.450552168135839093e+00,1.302172039795784109e+00,1.352796419780567527e+00,1.605021080743688211e+00,5.775961540316416620e-01,4.332841120841497418e-01
1.271989006054692561e+00,8.976273798639275991e-01,1.126746901194943362e+00,1.625538824011665495e+00,2.000000000000000000e+00,1.511152872193604946e+00,2.580430800582549367e-01,1.196134346018627337e+00,1.343024788734139108e+00,5.317673134470637386e-01,1.061358993611046353e+00,1.401320574954812770e+00,1.697847185737042297e+00,1.374088376159480207e+00,1.030000726408526912e+00,1.660406382448775142e+00,1.225376812318348607e+00,1.421980922533214731e+00,1.673421108483610587e+00,6.752958359278651290e-01,5.394086840927780901e-01
9.882603479735170282e-01,6.295955436613407397e-01,1.121876528853796184e+00,1.658409197774227462e+00,1.511152872193604946e+00,2.000000000000000000e+00,1.044894216301948120e-01,1.472878601863707893e+00,1.367345705812889500e+00,2.742051545827612902e-01,7.967276994708085702e-01,1.196386807386848439e+00,1.524178581349987960e+00,1.608856024377699478e+00,1.296460964677830896e+00,1.336815983923592022e+00,1.494053210317618507e+00,1.170174490208309770e+00,1.420014346016668316e+00,5.053332345375631807e-01,3.132360948797483502e-01
4.730886747933882308e-01,9.016370344817712379e-01,3.970298526277800111e-01,2.073475923350494021e-01,2.580430800582549367e-01,1.044894216301948120e-01,2.000000000000000000e+00,1.773959587264770654e-01,2.761184468117003910e-01,1.327775856909016561e+00,6.840870855899654490e-01,4.275201314899323979e-01,2.583134789797378872e-01,1.827685783798882468e-01,2.351939960283486730e-01,3.299281838485004226e-01,9.380629980816057589e-02,4.281808417796959532e-01,2.407130212264760871e-01,6.520228088629143048e-01,1.213098317887798760e+00
6.632482783270505777e-01,7.007499598210564784e-01,1.065466319357708302e+00,1.284007830424039209e+00,1.196134346018627337e+00,1.472878601863707893e+00,1.773959587264770654e-01,2.000000000000000000e+00,1.282066840849863665e+00,2.610410619400769239e-01,6.170962306586664781e-01,1.189701015069754675e+00,1.338747028395653071e+00,1.421058648564655247e+00,1.544358852691255501e+00,1.062862689780116110e+00,1.241051972500677003e+00,9.016834454226874129e-01,1.040966921917071186e+00,2.293878945797354074e-01,3.324580839576694036e-01
8.211597822510654510e-01,1.002385415592360385e+00,1.611562962917375774e+00,1.359448203806378430e+00,1.343024788734139108e+00,1.367345705812889500e+00,2.761184468117003910e-01,1.282066840849863665e+00,2.000000000000000000e+00,4.760258598788018602e-01,9.960623259092100668e-01,1.375442823428561390e+00,1.525241237968958607e+00,1.574229039773642924e+00,1.431342427690172947e+00,1.087396100569804958e+00,1.084612782905944428e+00,1.426659656824399214e+00,1.164674375476707047e+00,5.004155780049788227e-01,5.298412777008294494e-01
8.055030381246195414e-01,1.170650492074128080e+00,5.327401533591158422e-01,4.433744378695916311e-01,5.317673134470637386e-01,2.742051545827612902e-01,1.327775856909016561e+00,2.610410619400769239e-01,4.760258598788018602e-01,2.000000000000000000e+00,8.642258655055028438e-01,7.229126048134542071e-01,5.187111524018039876e-01,2.870378183391739668e-01,2.663774270265482080e-01,5.446324372902711097e-01,1.778030196433555421e-01,7.055639255978305435e-01,5.699078787918636646e-01,8.208459811992818711e-01,1.260566964889932695e+00
