Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,56.450001,56.660000,55.459999,56.529999,41.198601,3716500
2006-01-04,56.799999,56.799999,55.840000,56.189999,40.950806,3114500
2006-01-05,56.299999,56.490002,55.630001,55.980000,40.797768,3118900
2006-01-06,56.450001,56.669998,56.099998,56.160000,40.928970,2874300
2006-01-09,56.369999,56.900002,56.160000,56.799999,41.395397,2467200
2006-01-10,56.439999,57.020000,56.049999,56.840000,41.424538,3677300
2006-01-11,56.700001,56.770000,55.590000,55.980000,40.797768,3161100
2006-01-12,55.750000,55.919998,55.119999,55.459999,40.418797,4025300
2006-01-13,55.549999,55.950001,55.549999,55.660000,40.564575,2136600
2006-01-17,55.849998,56.480000,55.820000,55.980000,40.797768,3092600
2006-01-18,56.150002,56.529999,55.389999,55.639999,40.549980,2569600
2006-01-19,55.650002,56.310001,55.279999,55.980000,40.797768,2620600
2006-01-20,55.980000,56.060001,54.700001,55.009998,40.090851,4391400
2006-01-23,55.009998,55.080002,54.200001,54.470001,39.697300,3238400
2006-01-24,55.759998,56.730000,55.150002,56.450001,41.140301,6805800
2006-01-25,56.450001,57.000000,56.430000,57.000000,41.541138,6485500
2006-01-26,57.470001,57.549999,56.480000,57.520000,41.920116,6675600
2006-01-27,58.240002,59.340000,57.599998,58.750000,42.816521,6284200
2006-01-30,58.540001,58.799999,57.860001,58.360001,42.532295,4657500
2006-01-31,58.000000,58.980000,57.980000,58.369999,42.539577,3981100
2006-02-01,58.119999,58.840000,57.599998,58.000000,42.269924,4624200
2006-02-02,58.200001,58.400002,57.630001,57.750000,42.087730,3668600
2006-02-03,57.759998,57.980000,57.000000,57.180000,41.672314,4889200
2006-02-06,57.349998,57.360001,56.860001,57.090000,41.606728,3623100
2006-02-07,57.209999,57.220001,56.750000,56.889999,41.460972,3313000
2006-02-08,56.790001,57.009998,56.509998,56.720001,41.337074,2780900
2006-02-09,56.840000,57.090000,56.200001,56.709999,41.329784,2973100
2006-02-10,56.930000,57.459999,56.470001,57.130001,41.635895,2918800
2006-02-13,57.150002,57.459999,56.889999,57.340000,41.788921,2523400
2006-02-14,57.340000,58.349998,57.160000,58.130001,42.364693,2685300
2006-02-15,57.919998,58.389999,57.650002,58.130001,42.525623,2384000
2006-02-16,58.099998,58.330002,57.840000,58.200001,42.576828,2618600
2006-02-17,58.299999,58.419998,57.660000,58.000000,42.430508,3250400
2006-02-21,58.250000,58.939999,58.070000,58.830002,43.037716,3188400
2006-02-22,58.939999,58.990002,58.529999,58.880001,43.074284,3469400
2006-02-23,58.880001,58.950001,58.500000,58.549999,42.832874,2292400
2006-02-24,58.349998,59.150002,58.070000,58.889999,43.081612,2475600
2006-02-27,58.880001,59.299999,58.759998,58.759998,42.986496,3247100
2006-02-28,58.700001,59.150002,58.189999,58.500000,42.796299,3531800
2006-03-01,58.500000,59.090000,58.410000,58.700001,42.942616,3413000
2006-03-02,58.500000,58.820000,58.020000,58.290001,42.642658,3299100
2006-03-03,57.919998,58.669998,57.639999,57.860001,42.328091,3458000
2006-03-06,57.900002,57.950001,57.400002,57.720001,42.225674,3296300
2006-03-07,57.650002,58.439999,57.430000,57.750000,42.247620,3042400
2006-03-08,57.900002,58.080002,57.340000,57.840000,42.313457,2356200
2006-03-09,57.529999,57.700001,57.139999,57.400002,41.991581,3147800
2006-03-10,57.099998,58.220001,57.060001,57.820000,42.298832,2905700
2006-03-13,57.950001,58.290001,57.860001,58.000000,42.430508,2301500
2006-03-14,58.049999,58.459999,57.919998,58.310001,42.657299,2298500
2006-03-15,58.060001,58.250000,57.549999,57.930000,42.379307,4114800
2006-03-16,57.830002,58.660000,57.610001,58.230000,42.598778,3109000
2006-03-17,58.680000,59.169998,58.500000,58.799999,43.015770,4794400
2006-03-20,58.650002,58.900002,58.490002,58.700001,42.942616,2635300
2006-03-21,58.400002,58.900002,58.259998,58.439999,42.752403,3019100
2006-03-22,58.549999,59.310001,58.549999,59.130001,43.257175,2325900
2006-03-23,59.230000,59.240002,58.310001,58.750000,42.979176,2095000
2006-03-24,59.099998,59.939999,58.990002,59.279999,43.366905,2737300
2006-03-27,59.160000,59.419998,58.799999,59.220001,43.323009,2405800
2006-03-28,59.349998,59.750000,58.099998,58.279999,42.635349,3295700
2006-03-29,58.849998,59.150002,58.049999,58.310001,42.657299,3298900
2006-03-30,58.230000,58.639999,57.730000,58.020000,42.445137,2871300
2006-03-31,57.930000,58.310001,57.770000,57.970001,42.408566,3059900
2006-04-03,58.080002,58.880001,58.029999,58.180000,42.562183,2238100
2006-04-04,57.930000,58.580002,57.560001,58.150002,42.540253,2204000
2006-04-05,58.000000,58.580002,58.000000,58.230000,42.598778,2267300
2006-04-06,57.980000,58.410000,57.619999,58.230000,42.598778,2051000
2006-04-07,58.380001,58.770000,57.349998,57.619999,42.152523,3433500
2006-04-10,57.869999,58.200001,57.570000,57.680000,42.196411,2140500
2006-04-11,58.049999,58.200001,57.119999,57.410000,41.998898,2744000
2006-04-12,57.560001,57.700001,57.070000,57.439999,42.020844,2337700
2006-04-13,56.619999,57.400002,56.580002,57.139999,41.801361,3883800
2006-04-17,57.000000,57.709999,56.869999,57.500000,42.064739,2460400
2006-04-18,57.750000,59.049999,57.049999,58.900002,43.088921,6099300
2006-04-19,61.299999,63.080002,61.099998,62.799999,45.942005,12423000
2006-04-20,63.290001,64.269997,63.040001,64.209999,46.973522,7998300
2006-04-21,64.949997,64.949997,63.849998,64.220001,46.980820,5136900
2006-04-24,63.790001,64.800003,63.750000,64.529999,47.207596,3490700
2006-04-25,64.599998,64.660004,63.759998,64.150002,46.929604,4177000
2006-04-26,64.160004,64.419998,63.799999,64.209999,46.973522,3585500
2006-04-27,63.310001,64.279999,63.310001,63.900002,46.746746,4020800
2006-04-28,64.150002,64.250000,62.599998,62.810001,45.949329,6749400
2006-05-01,63.000000,63.049999,62.500000,62.930000,46.037109,3724700
2006-05-02,63.150002,63.570000,62.599998,63.560001,46.497990,2572700
2006-05-03,63.849998,63.849998,62.910000,63.360001,46.351662,2300700
2006-05-04,63.730000,64.000000,63.360001,63.770000,46.651608,2773300
2006-05-05,64.300003,65.000000,64.010002,64.910004,47.485600,3395300
2006-05-08,65.000000,65.400002,64.639999,64.889999,47.470955,4074800
2006-05-09,64.949997,65.449997,64.720001,65.070000,47.602642,3211200
2006-05-10,65.199997,66.349998,65.139999,66.150002,48.392731,5287900
